,FB ID,Gene Symbol
946,FBgn0010019,Cyp4g1
947,FBgn0010038,GstD2
948,FBgn0010039,GstD3
949,FBgn0010040,GstD4
950,FBgn0010041,GstD5
951,FBgn0010042,GstD6
952,FBgn0010043,GstD7
953,FBgn0010044,GstD8
954,FBgn0010051,Itpr
955,FBgn0010052,Jhe
956,FBgn0010053,Jheh1
957,FBgn0010078,RpL23
958,FBgn0010097,gammaTub37C
959,FBgn0010100,mAcon1
960,FBgn0010105,comm
961,FBgn0010109,dpn
962,FBgn0010113,heca
963,FBgn0010114,hig
964,FBgn0010173,RPA1
965,FBgn0010194,Wnt5
966,FBgn0010197,Gyc32E
967,FBgn0010198,RpS15Aa
968,FBgn0010213,Sod2
969,FBgn0010215,alpha-Cat
970,FBgn0010217,ATPsynbeta
971,FBgn0010220,Dbp45A
972,FBgn0010222,Nmdmc
973,FBgn0010223,Galphaf
974,FBgn0010225,Gel
975,FBgn0010226,GstS1
976,FBgn0010228,HmgZ
977,FBgn0010235,Klc
978,FBgn0010238,Lac
979,FBgn0010240,Lcch3
980,FBgn0010241,Mdr50
981,FBgn0010246,Myo61F
982,FBgn0010247,Parp1
983,FBgn0010258,Rbp4
984,FBgn0010263,Rbp9
985,FBgn0010265,RpS13
986,FBgn0010269,Dsor1
987,FBgn0010278,Ssrp
988,FBgn0010280,Taf4
989,FBgn0010282,TfIIFalpha
990,FBgn0010287,Trf
991,FBgn0010288,Uch
992,FBgn0010292,bys
993,FBgn0010295,ng3
994,FBgn0010300,brat
995,FBgn0010303,hep
996,FBgn0010309,pigeon
997,FBgn0010313,corto
998,FBgn0010314,Cks30A
999,FBgn0010315,CycD
1000,FBgn0010316,dap
1001,FBgn0010317,CycJ
1002,FBgn0010323,Gsc
1003,FBgn0010328,woc
1004,FBgn0010329,Tbh
1005,FBgn0010333,Rac1
1006,FBgn0010339,128up
1007,FBgn0010340,140up
1008,FBgn0010341,Cdc42
1009,FBgn0010342,Map60
1010,FBgn0010348,Arf1
1011,FBgn0010350,Cds
1012,FBgn0010352,Ogdh
1013,FBgn0010355,Taf1
1014,FBgn0010356,Taf5
1015,FBgn0010358,deltaTry
1016,FBgn0010359,gammaTry
1017,FBgn0010379,Akt
1018,FBgn0010380,AP-1-2beta
1019,FBgn0010382,CycE
1020,FBgn0010383,Cyp18a1
1021,FBgn0010385,Def
1022,FBgn0010387,Acbp2
1023,FBgn0010388,Dro
1024,FBgn0010389,htl
1025,FBgn0010391,SrpRalpha
1026,FBgn0010395,Itgbn
1027,FBgn0010397,LamC
1028,FBgn0010398,Lrr47
1029,FBgn0010399,Nmdar1
1030,FBgn0010401,Os-C
1031,FBgn0010403,Obp83b
1032,FBgn0010406,RNaseX25
1033,FBgn0010407,Ror
1034,FBgn0010408,RpS9
1035,FBgn0010409,RpL18A
1036,FBgn0010411,RpS18
1037,FBgn0010412,RpS19a
1038,FBgn0010414,SerT
1039,FBgn0010415,Sdc
1040,FBgn0010416,TH1
1041,FBgn0010417,Taf6
1042,FBgn0010421,TfIIFbeta
1043,FBgn0010422,TfIIS
1044,FBgn0010423,TpnC47D
1045,FBgn0010424,TpnC73F
1046,FBgn0010431,mtrm
1047,FBgn0010433,ato
1048,FBgn0010434,cora
1049,FBgn0010435,emp
1050,FBgn0010438,mtSSB
1051,FBgn0010441,pll
1052,FBgn0010452,trn
1053,FBgn0010453,Wnt4
1054,FBgn0010470,Fkbp14
1055,FBgn0010473,tutl
1056,FBgn0010482,hlk
1057,FBgn0010488,NAT1
1058,FBgn0010497,dmGlut
1059,FBgn0010501,Dcp-1
1060,FBgn0010504,kermit
1061,FBgn0010516,wal
1062,FBgn0010520,Bka
1063,FBgn0010531,Ccs
1064,FBgn0010548,Aldh-III
1065,FBgn0010549,l(2)03659
1066,FBgn0010551,Phb2
1067,FBgn0010583,dock
1068,FBgn0010590,Prosbeta1
1069,FBgn0010591,Sply
1070,FBgn0010602,lwr
1071,FBgn0010607,l(2)05714
1072,FBgn0010611,Hmgs
1073,FBgn0010612,ATPsynG
1074,FBgn0010620,CG10939
1075,FBgn0010621,CCT5
1076,FBgn0010622,DCTN3-p24
1077,FBgn0010638,Sec61beta
1078,FBgn0010651,MFS14
1079,FBgn0010660,Nup214
1080,FBgn0010741,Pfdn2
1081,FBgn0010747,Srp54k
1082,FBgn0010750,atms
1083,FBgn0010762,simj
1084,FBgn0010768,sqz
1085,FBgn0010770,ppan
1086,FBgn0010772,Xe7
1087,FBgn0010774,Ref1
1088,FBgn0010786,Hmbs
1089,FBgn0010803,TrpRS
1090,FBgn0010808,Chchd3
1091,FBgn0010825,Gug
1092,FBgn0010830,l(3)04053
1093,FBgn0010877,l(3)05822
1094,FBgn0010894,sinu
1095,FBgn0010905,Spn
1096,FBgn0010909,msn
1097,FBgn0010926,l(3)07882
1098,FBgn0011016,SsRbeta
1099,FBgn0011020,Sas-4
1100,FBgn0011202,dia
1101,FBgn0011204,cue
1102,FBgn0011205,fbl
1103,FBgn0011206,bol
1104,FBgn0011207,pelo
1105,FBgn0011211,blw
1106,FBgn0011217,eff
1107,FBgn0011224,heph
1108,FBgn0011225,jar
1109,FBgn0011227,ox
1110,FBgn0011230,poe
1111,FBgn0011232,scat
1112,FBgn0011236,ken
1113,FBgn0011239,ms(2)35Ci
1114,FBgn0011244,Hsp60B
1115,FBgn0011259,Sema1a
1116,FBgn0011260,Sema2a
1117,FBgn0011270,Pglym87
1118,FBgn0011272,RpL13
1119,FBgn0011273,Acam
1120,FBgn0011274,Dif
1121,FBgn0011276,HLH3B
1122,FBgn0011277,HLH4C
1123,FBgn0011278,lbe
1124,FBgn0011279,Obp69a
1125,FBgn0011280,Obp19d
1126,FBgn0011281,Obp83a
1127,FBgn0011282,Obp84a
1128,FBgn0011283,Obp28a
1129,FBgn0011284,RpS4
1130,FBgn0011286,RyR
1131,FBgn0011288,Snap25
1132,FBgn0011289,TfIIA-L
1133,FBgn0011290,Taf12
1134,FBgn0011291,Taf11
1135,FBgn0011293,a10
1136,FBgn0011294,a5
1137,FBgn0011296,l(2)efl
1138,FBgn0011297,Alg3
1139,FBgn0011300,babo
1140,FBgn0011305,Rsf1
1141,FBgn0011327,Uch-L5
1142,FBgn0011335,vers
1143,FBgn0011336,Stt3B
1144,FBgn0011361,ND-ACP
1145,FBgn0011455,ND-SGDH
1146,FBgn0011474,Set8
1147,FBgn0011476,l(3)neo43
1148,FBgn0011481,Ssdp
1149,FBgn0011509,SrpRbeta
1150,FBgn0011554,etaTry
1151,FBgn0011555,thetaTry
1152,FBgn0011559,Acp36DE
1153,FBgn0011566,Smyd3
1154,FBgn0011569,can
1155,FBgn0011570,cpb
1156,FBgn0011573,Cdc37
1157,FBgn0011576,Cyp4d2
1158,FBgn0011581,Ms
1159,FBgn0011582,Dop1R1
1160,FBgn0011584,Trp1
1161,FBgn0011586,e(r)
1162,FBgn0011589,Elk
1163,FBgn0011591,fng
1164,FBgn0011592,fra
1165,FBgn0011596,fzo
1166,FBgn0011603,ine
1167,FBgn0011604,Iswi
1168,FBgn0011606,Klp3A
1169,FBgn0011638,La
1170,FBgn0011640,lark
1171,FBgn0011642,Zyx
1172,FBgn0011648,Mad
1173,FBgn0011653,mas
1174,FBgn0011656,Mef2
1175,FBgn0011659,Mlh1
1176,FBgn0011660,Pms2
1177,FBgn0011661,Moe
1178,FBgn0011666,msi
1179,FBgn0011668,Mst57Da
1180,FBgn0011672,Mvl
1181,FBgn0011674,insc
1182,FBgn0011676,Nos
1183,FBgn0011692,pav
1184,FBgn0011693,Pdh
1185,FBgn0011694,EbpII
1186,FBgn0011695,EbpIII
1187,FBgn0011701,repo
1188,FBgn0011703,RnrL
1189,FBgn0011704,RnrS
1190,FBgn0011705,rost
1191,FBgn0011706,rpr
1192,FBgn0011708,Syx5
1193,FBgn0011710,Septin1
1194,FBgn0011715,Snr1
1195,FBgn0011722,Tig
1196,FBgn0011723,byn
1197,FBgn0011725,twin
1198,FBgn0011726,tsr
1199,FBgn0011737,Wee1
1200,FBgn0011739,wts
1201,FBgn0011740,alpha-Man-IIa
1202,FBgn0011741,Arp6
1203,FBgn0011742,Arp2
1204,FBgn0011743,Arp53D
1205,FBgn0011745,Arp1
1206,FBgn0011746,ana
1207,FBgn0011747,Ank
1208,FBgn0011754,PhKgamma
1209,FBgn0011758,B-H1
1210,FBgn0011760,ctp
1211,FBgn0011761,dhd
1212,FBgn0011762,Prim1
1213,FBgn0011763,Dp
1214,FBgn0011766,E2f1
1215,FBgn0011768,Fdh
1216,FBgn0011769,Fdx1
1217,FBgn0011770,Gip
1218,FBgn0011771,Hem
1219,FBgn0011774,Irbp
1220,FBgn0011785,BRWD3
1221,FBgn0011787,mRpL12
1222,FBgn0011802,Gem3
1223,FBgn0011812,Lcp1Psi
1224,FBgn0011817,nmo
1225,FBgn0011818,oaf
1226,FBgn0011822,Pgcl
1227,FBgn0011824,Gar1
1228,FBgn0011826,Pp2B-14D
1229,FBgn0011828,Pxn
1230,FBgn0011829,Ret
1231,FBgn0011836,Taf2
1232,FBgn0011837,Tis11
1233,FBgn0012034,AcCoAS
1234,FBgn0012036,Aldh
1235,FBgn0012037,Ance
1236,FBgn0012042,AttA
1237,FBgn0012051,CalpA
1238,FBgn0012058,Cdc27
1239,FBgn0012344,Dh44
1240,FBgn0013263,Trl
1241,FBgn0013269,Fkbp39
1242,FBgn0013272,Gp150
1243,FBgn0013275,Hsp70Aa
1244,FBgn0013276,Hsp70Ab
1245,FBgn0013277,Hsp70Ba
1246,FBgn0013278,Hsp70Bb
1247,FBgn0013279,Hsp70Bc
1248,FBgn0013300,ProtA
1249,FBgn0013301,ProtB
1250,FBgn0013303,Nca
1251,FBgn0013305,Nmda1
1252,FBgn0013307,Odc1
1253,FBgn0013308,Odc2
1254,FBgn0013323,Ptth
1255,FBgn0013325,RpL11
1256,FBgn0013334,Sap47
1257,FBgn0013342,nSyb
1258,FBgn0013343,Syx1A
1259,FBgn0013347,TfIIA-S
1260,FBgn0013348,TpnC41C
1261,FBgn0013432,bcn92
1262,FBgn0013433,beat-Ia
1263,FBgn0013435,Cdc2rk
1264,FBgn0013467,igl
1265,FBgn0013469,klu
1266,FBgn0013531,MED20
1267,FBgn0013548,l(2)dtl
1268,FBgn0013563,Pex1
1269,FBgn0013576,mtd
1270,FBgn0013672,ATP6
1271,FBgn0013674,COX1
1272,FBgn0013675,COX2
1273,FBgn0013676,COX3
1274,FBgn0013678,CYTB
1275,FBgn0013679,ND1
1276,FBgn0013680,ND2
1277,FBgn0013681,ND3
1278,FBgn0013683,ND4L
1279,FBgn0013684,ND5
1280,FBgn0013685,ND6
1281,FBgn0013686,lrRNA
1282,FBgn0013688,srRNA
1283,FBgn0013717,not
1284,FBgn0013718,nuf
1285,FBgn0013720,pck
1286,FBgn0013725,phyl
1287,FBgn0013726,pnut
1288,FBgn0013732,sced
1289,FBgn0013733,shot
1290,FBgn0013746,alien
1291,FBgn0013749,Arf4
1292,FBgn0013750,Arf6
1293,FBgn0013751,Awh
1294,FBgn0013753,Bgb
1295,FBgn0013755,Bro
1296,FBgn0013756,Mgtor
1297,FBgn0013759,CASK
1298,FBgn0013762,Cdk5
1299,FBgn0013763,Idgf6
1300,FBgn0013764,Chi
1301,FBgn0013765,cnn
1302,FBgn0013767,Crz
1303,FBgn0013770,CtsL1
1304,FBgn0013771,Cyp6a9
1305,FBgn0013772,Cyp6a8
1306,FBgn0013773,Cyp6a22
1307,FBgn0013799,Deaf1
1308,FBgn0013810,Dhc36C
1309,FBgn0013811,Dhc62B
1310,FBgn0013812,Dhc93AB
1311,FBgn0013813,Dhc98D
1312,FBgn0013949,Elal
1313,FBgn0013953,Esp
1314,FBgn0013954,Fkbp12
1315,FBgn0013972,Gycalpha99B
1316,FBgn0013973,Gycbeta100B
1317,FBgn0013981,His4r
1318,FBgn0013983,imd
1319,FBgn0013987,MAPk-Ak2
1320,FBgn0013995,Calx
1321,FBgn0013997,Nrx-IV
1322,FBgn0014000,Hf
1323,FBgn0014006,Ask1
1324,FBgn0014007,Ptp69D
1325,FBgn0014009,Rab2
1326,FBgn0014010,Rab5
1327,FBgn0014011,Rac2
1328,FBgn0014018,Rel
1329,FBgn0014019,Rh5
1330,FBgn0014020,Rho1
1331,FBgn0014022,Rlb1
1332,FBgn0014023,mRpL47
1333,FBgn0014024,Rnp4F
1334,FBgn0014026,RpL7A
1335,FBgn0014028,SdhB
1336,FBgn0014029,Septin2
1337,FBgn0014031,Agxt
1338,FBgn0014032,Sptr
1339,FBgn0014033,Sr-CI
1340,FBgn0014037,Su(Tpl)
1341,FBgn0014073,Tie
1342,FBgn0014075,Uggt
1343,FBgn0014076,Vm32E
1344,FBgn0014092,CG4278
1345,FBgn0014127,barr
1346,FBgn0014133,bif
1347,FBgn0014135,bnl
1348,FBgn0014141,cher
1349,FBgn0014143,croc
1350,FBgn0014163,fax
1351,FBgn0014179,gcm
1352,FBgn0014184,Oda
1353,FBgn0014189,Hel25E
1354,FBgn0014269,prod
1355,FBgn0014340,mof
1356,FBgn0014342,mia
1357,FBgn0014343,mirr
1358,FBgn0014366,noi
1359,FBgn0014368,nol
1360,FBgn0014380,RhoL
1361,FBgn0014388,sty
1362,FBgn0014391,sun
1363,FBgn0014395,tilB
1364,FBgn0014396,tim
1365,FBgn0014411,Vps26
1366,FBgn0014417,Naglu
1367,FBgn0014427,CG11899
1368,FBgn0014454,Acp1
1369,FBgn0014455,Ahcy
1370,FBgn0014464,Cp7Fa
1371,FBgn0014465,Cp7Fb
1372,FBgn0014466,Cp7Fc
1373,FBgn0014469,Cyp4e2
1374,FBgn0014857,His3.3A
1375,FBgn0014859,Hr38
1376,FBgn0014861,Mcm2
1377,FBgn0014863,Mlp84B
1378,FBgn0014865,Mtk
1379,FBgn0014868,Ost48
1380,FBgn0014869,Pglym78
1381,FBgn0014870,Psi
1382,FBgn0014877,Roe1
1383,FBgn0014879,Set
1384,FBgn0014903,CG14630
1385,FBgn0014906,Hydr2
1386,FBgn0014930,Rfk
1387,FBgn0014931,kipf
1388,FBgn0015000,betaggt-I
1389,FBgn0015001,iotaTry
1390,FBgn0015008,Actn3
1391,FBgn0015010,Ag5r
1392,FBgn0015011,AhcyL2
1393,FBgn0015019,CCT3
1394,FBgn0015024,CkIalpha
1395,FBgn0015025,CkIIalpha-i1
1396,FBgn0015031,cype
1397,FBgn0015032,Cyp4c3
1398,FBgn0015033,Cyp4d8
1399,FBgn0015034,Cyp4e1
1400,FBgn0015035,Cyp4e3
1401,FBgn0015036,Cyp4ae1
1402,FBgn0015037,Cyp4p1
1403,FBgn0015038,Cyp9b1
1404,FBgn0015039,Cyp9b2
1405,FBgn0015040,Cyp9c1
1406,FBgn0015075,Ddx1
1407,FBgn0015218,eIF4E1
1408,FBgn0015221,Fer2LCH
1409,FBgn0015222,Fer1HCH
1410,FBgn0015229,glec
1411,FBgn0015230,Glut3
1412,FBgn0015239,Hr78
1413,FBgn0015240,Hr96
1414,FBgn0015245,Hsp60A
1415,FBgn0015247,Diap2
1416,FBgn0015268,Nap1
1417,FBgn0015269,Nf1
1418,FBgn0015270,Orc2
1419,FBgn0015271,Orc5
1420,FBgn0015277,Pi3K59F
1421,FBgn0015278,Pi3K68D
1422,FBgn0015279,Pi3K92E
1423,FBgn0015282,Rpt2
1424,FBgn0015283,Rpn10
1425,FBgn0015286,Rala
1426,FBgn0015288,RpL22
1427,FBgn0015295,Shark
1428,FBgn0015296,Shc
1429,FBgn0015298,Srp19
1430,FBgn0015299,Ssb-c31a
1431,FBgn0015300,Ssl
1432,FBgn0015316,Try29F
1433,FBgn0015320,Ubc2
1434,FBgn0015321,Ubc4
1435,FBgn0015331,abs
1436,FBgn0015336,CG15865
1437,FBgn0015338,CG5861
1438,FBgn0015351,Mettl4
1439,FBgn0015359,Elp5
1440,FBgn0015360,oxt
1441,FBgn0015371,chn
1442,FBgn0015372,RabX1
1443,FBgn0015376,cutlet
1444,FBgn0015379,dod
1445,FBgn0015380,drl
1446,FBgn0015381,dsf
1447,FBgn0015391,glu
1448,FBgn0015396,jumu
1449,FBgn0015399,kek1
1450,FBgn0015400,kek2
1451,FBgn0015402,ksr
1452,FBgn0015477,Rme-8
1453,FBgn0015509,Cul1
1454,FBgn0015513,mbc
1455,FBgn0015519,nAChRalpha3
1456,FBgn0015520,nonA-l
1457,FBgn0015521,RpS21
1458,FBgn0015522,olf186-M
1459,FBgn0015524,otp
1460,FBgn0015527,peng
1461,FBgn0015544,spag
1462,FBgn0015546,spel1
1463,FBgn0015550,tap
1464,FBgn0015553,tos
1465,FBgn0015558,tty
1466,FBgn0015561,unpg
1467,FBgn0015568,alpha-Est1
1468,FBgn0015569,alpha-Est10
1469,FBgn0015570,alpha-Est2
1470,FBgn0015571,alpha-Est3
1471,FBgn0015572,alpha-Est4
1472,FBgn0015574,alpha-Est6
1473,FBgn0015575,alpha-Est7
1474,FBgn0015576,alpha-Est8
1475,FBgn0015577,alpha-Est9
1476,FBgn0015582,dare
1477,FBgn0015584,Acp53Ea
1478,FBgn0015589,Apc
1479,FBgn0015591,AstA
1480,FBgn0015600,toc
1481,FBgn0015602,BEAF-32
1482,FBgn0015609,CadN
1483,FBgn0015614,CanB2
1484,FBgn0015615,SMC3
1485,FBgn0015618,Cdk8
1486,FBgn0015621,Clp
1487,FBgn0015622,Cnx99A
1488,FBgn0015623,Cpr
1489,FBgn0015625,CycB3
1490,FBgn0015663,Ugt36A1
1491,FBgn0015664,Dref
1492,FBgn0015714,Cyp6a17
1493,FBgn0015721,ktub
1494,FBgn0015737,Hmu
1495,FBgn0015754,Lis-1
1496,FBgn0015756,RpL9
1497,FBgn0015765,p38a
1498,FBgn0015766,Msr-110
1499,FBgn0015772,Nak
1500,FBgn0015773,NetA
1501,FBgn0015774,NetB
1502,FBgn0015776,nrv1
1503,FBgn0015777,nrv2
1504,FBgn0015778,rin
1505,FBgn0015781,P5cr
1506,FBgn0015789,Rab10
1507,FBgn0015790,Rab11
1508,FBgn0015791,Rab14
1509,FBgn0015793,Rab19
1510,FBgn0015794,Rab18
1511,FBgn0015795,Rab7
1512,FBgn0015797,Rab6
1513,FBgn0015799,Rbf
1514,FBgn0015801,Reg-5
1515,FBgn0015803,RtGEF
1516,FBgn0015805,HDAC1
1517,FBgn0015808,ScpX
1518,FBgn0015818,Spx
1519,FBgn0015828,TfIIEalpha
1520,FBgn0015829,TfIIEbeta
1521,FBgn0015831,Rtnl2
1522,FBgn0015834,eIF3i
1523,FBgn0015838,Vang
1524,FBgn0015872,Drip
1525,FBgn0015903,apt
1526,FBgn0015904,ara
1527,FBgn0015905,ast
1528,FBgn0015919,caup
1529,FBgn0015924,crq
1530,FBgn0015925,csul
1531,FBgn0015926,dah
1532,FBgn0015929,dpa
1533,FBgn0015946,grim
1534,FBgn0015949,hrg
1535,FBgn0016013,Faa
1536,FBgn0016031,lama
1537,FBgn0016032,lbm
1538,FBgn0016034,mael
1539,FBgn0016036,mei-P22
1540,FBgn0016038,Vsp37A
1541,FBgn0016041,Tom40
1542,FBgn0016047,nompA
1543,FBgn0016053,pgc
1544,FBgn0016054,phr6-4
1545,FBgn0016059,Sema1b
1546,FBgn0016061,side
1547,FBgn0016070,smg
1548,FBgn0016075,vkg
1549,FBgn0016076,vri
1550,FBgn0016078,wun
1551,FBgn0016081,fry
1552,FBgn0016119,ATPsynCF6
1553,FBgn0016120,ATPsynD
1554,FBgn0016122,Acer
1555,FBgn0016123,Alp4
1556,FBgn0016126,CaMKI
1557,FBgn0016131,Cdk4
1558,FBgn0016641,PTP-ER
1559,FBgn0016650,Lgr1
1560,FBgn0016660,H15
1561,FBgn0016672,Ipp
1562,FBgn0016675,Lectin-galC1
1563,FBgn0016684,NaPi-T
1564,FBgn0016685,Nlp
1565,FBgn0016687,Nurf-38
1566,FBgn0016691,ATPsynO
1567,FBgn0016693,Past1
1568,FBgn0016694,Pdp1
1569,FBgn0016696,Pitslre
1570,FBgn0016697,Prosalpha5
1571,FBgn0016698,Ptpa
1572,FBgn0016701,Rab4
1573,FBgn0016715,Reg-2
1574,FBgn0016726,RpL29
1575,FBgn0016754,sba
1576,FBgn0016756,Usp47
1577,FBgn0016762,angel
1578,FBgn0016794,dos
1579,FBgn0016797,fz2
1580,FBgn0016917,Stat92E
1581,FBgn0016919,nompB
1582,FBgn0016920,nompC
1583,FBgn0016926,Pino
1584,FBgn0016930,Dyrk2
1585,FBgn0016970,l(2)k10201
1586,FBgn0016974,swaPsi
1587,FBgn0016975,stnB
1588,FBgn0016976,stnA
1589,FBgn0016977,spen
1590,FBgn0016978,snRNP-U1-70K
1591,FBgn0016983,smid
1592,FBgn0016984,sktl
1593,FBgn0017414,cag
1594,FBgn0017418,ari-1
1595,FBgn0017424,asRNA:CR11538
1596,FBgn0017429,CG5989
1597,FBgn0017430,Nelf-E
1598,FBgn0017448,CG2187
1599,FBgn0017456,Ubc84D
1600,FBgn0017457,U2af38
1601,FBgn0017482,T3dh
1602,FBgn0017545,RpS3A
1603,FBgn0017550,Rga
1604,FBgn0017551,Rca1
1605,FBgn0017556,Prosalpha4T2
1606,FBgn0017558,Pdk
1607,FBgn0017561,Ork1
1608,FBgn0017566,ND-75
1609,FBgn0017567,ND-23
1610,FBgn0017572,Mo25
1611,FBgn0017577,Mcm5
1612,FBgn0017578,Max
1613,FBgn0017579,RpL14
1614,FBgn0017581,Lk6
1615,FBgn0017590,klg
1616,FBgn0019624,COX5A
1617,FBgn0019637,Atu
1618,FBgn0019644,ATPsynB
1619,FBgn0019650,toy
1620,FBgn0019660,lncRNA:roX2
1621,FBgn0019661,lncRNA:roX1
1622,FBgn0019662,qm
1623,FBgn0019686,lok
1624,FBgn0019809,gcm2
1625,FBgn0019828,dj
1626,FBgn0019830,colt
1627,FBgn0019890,Smg5
1628,FBgn0019925,Surf4
1629,FBgn0019928,Ser8
1630,FBgn0019929,Ser7
1631,FBgn0019932,SamDC
1632,FBgn0019936,RpS20
1633,FBgn0019938,Polr1A
1634,FBgn0019940,Rh6
1635,FBgn0019949,Cdk9
1636,FBgn0019952,Orct
1637,FBgn0019957,ND-42
1638,FBgn0019960,Mitofilin
1639,FBgn0019968,Khc-73
1640,FBgn0019972,Drice
1641,FBgn0019982,Gs1l
1642,FBgn0019985,mGluR
1643,FBgn0019990,Gcn2
1644,FBgn0020018,Ppox
1645,FBgn0020224,Cbl
1646,FBgn0020235,ATPsyngamma
1647,FBgn0020236,ATPCL
1648,FBgn0020238,14-3-3epsilon
1649,FBgn0020248,stet
1650,FBgn0020249,stck
1651,FBgn0020251,sfl
1652,FBgn0020255,Ran
1653,FBgn0020257,Ppa
1654,FBgn0020258,ppk
1655,FBgn0020261,pcm
1656,FBgn0020269,mspo
1657,FBgn0020270,mre11
1658,FBgn0020272,mst
1659,FBgn0020277,lush
1660,FBgn0020278,loco
1661,FBgn0020279,lig
1662,FBgn0020280,laf
1663,FBgn0020294,ko
1664,FBgn0020299,stumps
1665,FBgn0020300,geko
1666,FBgn0020304,drongo
1667,FBgn0020305,dbe
1668,FBgn0020306,dom
1669,FBgn0020307,dve
1670,FBgn0020309,crol
1671,FBgn0020312,Tmtc3
1672,FBgn0020369,Rpt6
1673,FBgn0020370,TppII
1674,FBgn0020371,Tim17b2
1675,FBgn0020372,TM4SF
1676,FBgn0020376,Sr-CIII
1677,FBgn0020377,Sr-CII
1678,FBgn0020378,Sp1
1679,FBgn0020379,Rfx
1680,FBgn0020381,Dredd
1681,FBgn0020385,pug
1682,FBgn0020386,Pdk1
1683,FBgn0020388,Gcn5
1684,FBgn0020389,Papss
1685,FBgn0020391,Nrk
1686,FBgn0020392,Nmt
1687,FBgn0020399,Mst89B
1688,FBgn0020407,asun
1689,FBgn0020412,JIL-1
1690,FBgn0020414,Idgf3
1691,FBgn0020415,Idgf2
1692,FBgn0020416,Idgf1
1693,FBgn0020429,GluRIIB
1694,FBgn0020440,Fak
1695,FBgn0020443,eRF3
1696,FBgn0020445,E23
1697,FBgn0020493,Dad
1698,FBgn0020496,CtBP
1699,FBgn0020497,emb
1700,FBgn0020503,CLIP-190
1701,FBgn0020506,Amyrel
1702,FBgn0020508,Ag5r2
1703,FBgn0020510,Abi
1704,FBgn0020513,Paics
1705,FBgn0020521,pio
1706,FBgn0020545,kraken
1707,FBgn0020616,SA1
1708,FBgn0020617,Rx
1709,FBgn0020618,Rack1
1710,FBgn0020620,RN-tre
1711,FBgn0020621,Pkn
1712,FBgn0020622,Pi3K21B
1713,FBgn0020626,Osbp
1714,FBgn0020633,Mcm7
1715,FBgn0020637,Lcp65Ag2
1716,FBgn0020638,Lcp65Ag1
1717,FBgn0020641,Lcp65Ad
1718,FBgn0020642,Lcp65Ac
1719,FBgn0020644,Lcp65Ab1
1720,FBgn0020647,KrT95D
1721,FBgn0020653,Trxr1
1722,FBgn0020655,ArfGAP1
1723,FBgn0020660,eIF4B
1724,FBgn0020762,Atet
1725,FBgn0020764,Alas
1726,FBgn0020765,Acp65Aa
1727,FBgn0020767,Spred
1728,FBgn0020887,Su(z)12
1729,FBgn0020906,Jon25Bi
1730,FBgn0020907,Scp2
1731,FBgn0020908,Scp1
1732,FBgn0020909,Rtc1
1733,FBgn0020910,RpL3
1734,FBgn0020912,Ptx1
1735,FBgn0020930,Dgkepsilon
1736,FBgn0021738,Crg-1
1737,FBgn0021742,C901
1738,FBgn0021750,SerRS-m
1739,FBgn0021760,chb
1740,FBgn0021761,Nup154
1741,FBgn0021764,sdk
1742,FBgn0021765,scu
1743,FBgn0021767,org-1
1744,FBgn0021768,nudC
1745,FBgn0021776,mira
1746,FBgn0021795,Tapdelta
1747,FBgn0021796,mTor
1748,FBgn0021800,Reph
1749,FBgn0021814,Vps28
1750,FBgn0021825,DCTN2-p50
1751,FBgn0021847,Ttc7
1752,FBgn0021856,l(2)k14505
1753,FBgn0021872,Xbp1
1754,FBgn0021874,Nle
1755,FBgn0021875,Zfrp8
1756,FBgn0021895,ytr
1757,FBgn0021906,RFeSP
1758,FBgn0021944,Coprox
1759,FBgn0021967,ND-PDSW
1760,FBgn0021979,l(2)k09913
1761,FBgn0021995,Rs1
1762,FBgn0022023,eIF3h
1763,FBgn0022027,Vps25
1764,FBgn0022029,l(2)k01209
1765,FBgn0022069,Nnp-1
1766,FBgn0022097,Vha36-1
1767,FBgn0022153,l(2)k05819
1768,FBgn0022160,Gpo1
1769,FBgn0022213,Cse1
1770,FBgn0022224,ubl
1771,FBgn0022238,lolal
1772,FBgn0022288,l(2)09851
1773,FBgn0022338,dnk
1774,FBgn0022343,CG3760
1775,FBgn0022344,CG10340
1776,FBgn0022349,CG1910
1777,FBgn0022355,Tsf1
1778,FBgn0022359,Sodh2
1779,FBgn0022361,Pur-alpha
1780,FBgn0022382,Pka-R2
1781,FBgn0022699,D19B
1782,FBgn0022700,Cht4
1783,FBgn0022702,Cht2
1784,FBgn0022709,Ak1
1785,FBgn0022710,Ac13E
1786,FBgn0022724,Taf8
1787,FBgn0022740,HLH54F
1788,FBgn0022764,Sin3A
1789,FBgn0022768,Pp2C1
1790,FBgn0022770,Peritrophin-A
1791,FBgn0022774,Oat
1792,FBgn0022786,Hira
1793,FBgn0022787,Hel89B
1794,FBgn0022800,Cad96Ca
1795,FBgn0022893,Df31
1796,FBgn0022935,D19A
1797,FBgn0022936,CycH
1798,FBgn0022942,Cbp80
1799,FBgn0022943,Cbp20
1800,FBgn0022959,yps
1801,FBgn0022960,vimar
1802,FBgn0022981,rpk
1803,FBgn0022984,qkr58E-3
1804,FBgn0022985,qkr58E-2
1805,FBgn0022986,qkr58E-1
1806,FBgn0022987,qkr54B
1807,FBgn0023000,mth
1808,FBgn0023001,melt
1809,FBgn0023023,CRMP
1810,FBgn0023076,Clk
